path,spoken_language,signed_language,start,end,words,glosses,priority
vsl/ba1nh_sandwich.pose,vi,vsl,0,0,bánh sandwich,bánh sandwich,0
vsl/ba1nh_te1t.pose,vi,vsl,0,0,bánh tét,bánh tét,0
vsl/ba1nh_tra1ng.pose,vi,vsl,0,0,bánh tráng,bánh tráng,0
vsl/ba1nh_trung_thu.pose,vi,vsl,0,0,bánh trung thu,bánh trung thu,0
vsl/ba1nh_xe.pose,vi,vsl,0,0,bánh xe,bánh xe,0
vsl/ba1nh_xo61p.pose,vi,vsl,0,0,bánh xốp,bánh xốp,0
vsl/ba1n_ha2ng.pose,vi,vsl,0,0,bán hàng,bán hàng,0
vsl/ba1n_ki1nh.pose,vi,vsl,0,0,bán kính,bán kính,0
vsl/ba1o.pose,vi,vsl,0,0,báo,báo,0
vsl/ba1o_d9o65ng.pose,vi,vsl,0,0,báo động,báo động,0
vsl/ba1o_thu71c.pose,vi,vsl,0,0,báo thức,báo thức,0
vsl/ba1t.pose,vi,vsl,0,0,bát,bát,0
vsl/ba2.pose,vi,vsl,0,0,bà,bà,0
vsl/ba2i_ba1o.pose,vi,vsl,0,0,bài báo,bài báo,0
vsl/ba2i_tho7.pose,vi,vsl,0,0,bài thơ,bài thơ,0
vsl/ba2n.pose,vi,vsl,0,0,bàn,bàn,0
vsl/ba2n_cha3i_d9a1nh_ra8ng.pose,vi,vsl,0,0,bàn chải đánh răng,bàn chải đánh răng,0
vsl/ba2n_cha6n.pose,vi,vsl,0,0,bàn chân,bàn chân,0
vsl/ba2n_ghe61.pose,vi,vsl,0,0,bàn ghế,bàn ghế,0
vsl/ba2n_tay.pose,vi,vsl,0,0,bàn tay,bàn tay,0
vsl/ba2n_tho72.pose,vi,vsl,0,0,bàn thờ,bàn thờ,0
vsl/ba2_ngoa5i.pose,vi,vsl,0,0,bà ngoại,bà ngoại,0
vsl/ba2_no65i.pose,vi,vsl,0,0,bà nội,bà nội,0
vsl/ba3ng.pose,vi,vsl,0,0,bảng,bảng,0
vsl/ba3ng_chia.pose,vi,vsl,0,0,bảng chia,bảng chia,0
vsl/ba3ng_nha6n.pose,vi,vsl,0,0,bảng nhân,bảng nhân,0
vsl/ba3n_d9o62.pose,vi,vsl,0,0,bản đồ,bản đồ,0
vsl/ba3n_d9o62_vie65t_nam.pose,vi,vsl,0,0,bản đồ việt nam,bản đồ việt nam,0
vsl/ba3n_la2ng.pose,vi,vsl,0,0,bản làng,bản làng,0
vsl/ba3n_nha5c.pose,vi,vsl,0,0,bản nhạc,bản nhạc,0
vsl/ba3n_tha6n.pose,vi,vsl,0,0,bản thân,bản thân,0
vsl/ba3o_ta2ng.pose,vi,vsl,0,0,bảo tàng,bảo tàng,0
vsl/ba3o_ve65_mo6i_tru7o72ng.pose,vi,vsl,0,0,bảo vệ môi trường,bảo vệ môi trường,0
vsl/ba4i_bie63n_vu4ng_ta2u.pose,vi,vsl,0,0,bãi biển vũng tàu,bãi biển vũng tàu,0
vsl/ba4i_ca1t.pose,vi,vsl,0,0,bãi cát,bãi cát,0
vsl/ba4o.pose,vi,vsl,0,0,bão,bão,0
vsl/ba4o_bie63n.pose,vi,vsl,0,0,bão biển,bão biển,0
vsl/ba5c.pose,vi,vsl,0,0,bạc,bạc,0
vsl/ba5ch_ca62u.pose,vi,vsl,0,0,bạch cầu,bạch cầu,0
vsl/ba5c_lie6u.pose,vi,vsl,0,0,bạc liêu,bạc liêu,0
vsl/ba5i_lie65t.pose,vi,vsl,0,0,bại liệt,bại liệt,0
vsl/ba5n.pose,vi,vsl,0,0,bạn,bạn,0
vsl/ba5n_a61y_ye6u_to6i.pose,vi,vsl,0,0,bạn ấy yêu tôi,bạn ấy yêu tôi,0
vsl/ba5n_ye6u_to6i.pose,vi,vsl,0,0,bạn yêu tôi,bạn yêu tôi,0
vsl/ba5o_lu75c.pose,vi,vsl,0,0,bạo lực,bạo lực,0
vsl/ba5o_lu75c_gia_d9i2nh.pose,vi,vsl,0,0,bạo lực gia đình,bạo lực gia đình,0
vsl/ba5o_lu75c_ho5c_d9u7o72ng.pose,vi,vsl,0,0,bạo lực học đường,bạo lực học đường,0
vsl/ba5o_lu75c_the6_xa1c.pose,vi,vsl,0,0,bạo lực thê xác,bạo lực thê xác,0
vsl/ba61t_hie61u.pose,vi,vsl,0,0,bất hiếu,bất hiếu,0
vsl/ba61t_thu7o72ng_(2).pose,vi,vsl,0,0,bất thường (),bất thường (),0
vsl/ba62u_tro72i.pose,vi,vsl,0,0,bầu trời,bầu trời,0
vsl/ba63n.pose,vi,vsl,0,0,bẩn,bẩn,0
vsl/ba64y_chim.pose,vi,vsl,0,0,bẫy chim,bẫy chim,0
vsl/ba65p_be6nh.pose,vi,vsl,0,0,bập bênh,bập bênh,0
vsl/ba6y_gio72.pose,vi,vsl,0,0,bây giờ,bây giờ,0
vsl/ba81c_bo65.pose,vi,vsl,0,0,bắc bộ,bắc bộ,0
vsl/ba81c_ka5n.pose,vi,vsl,0,0,bắc kạn,bắc kạn,0
vsl/ba81c_nam.pose,vi,vsl,0,0,bắc nam,bắc nam,0
vsl/ba81c_ninh.pose,vi,vsl,0,0,bắc ninh,bắc ninh,0
vsl/ba81n_bi.pose,vi,vsl,0,0,bắn bi,bắn bi,0
vsl/ba81n_su1ng.pose,vi,vsl,0,0,bắn súng,bắn súng,0
vsl/ba81n_ye63m_ho65.pose,vi,vsl,0,0,bắn yểm hộ,bắn yểm hộ,0
vsl/ba81p_(ngo6).pose,vi,vsl,0,0,bắp (ngô),bắp (ngô),0
vsl/ba81p_ca3i.pose,vi,vsl,0,0,bắp cải,bắp cải,0
vsl/ba81t.pose,vi,vsl,0,0,bắt,bắt,0
vsl/ba81t_chu7o71c.pose,vi,vsl,0,0,bắt chước,bắt chước,0
vsl/ba81t_d9a62u.pose,vi,vsl,0,0,bắt đầu,bắt đầu,0
vsl/ba81t_d9e62n.pose,vi,vsl,0,0,bắt đền,bắt đền,0
vsl/ba81t_hu5t.pose,vi,vsl,0,0,bắt hụt,bắt hụt,0
vsl/ba81t_ma5ch.pose,vi,vsl,0,0,bắt mạch,bắt mạch,0
vsl/ba81t_na5t.pose,vi,vsl,0,0,bắt nạt,bắt nạt,0
vsl/ba8ng.pose,vi,vsl,0,0,băng,băng,0
vsl/ba8ng_bo1.pose,vi,vsl,0,0,băng bó,băng bó,0
vsl/ba8ng_di1nh.pose,vi,vsl,0,0,băng dính,băng dính,0
vsl/ba8ng_ve65_sinh.pose,vi,vsl,0,0,băng vệ sinh,băng vệ sinh,0
vsl/ba8ng_video.pose,vi,vsl,0,0,băng video,băng video,0
vsl/ban_d9e6m.pose,vi,vsl,0,0,ban đêm,ban đêm,0
vsl/ban_gia1m_hie65u.pose,vi,vsl,0,0,ban giám hiệu,ban giám hiệu,0
vsl/bao_cao_su.pose,vi,vsl,0,0,bao cao su,bao cao su,0
vsl/bao_la.pose,vi,vsl,0,0,bao la,bao la,0
vsl/bao_quy_d9a62u.pose,vi,vsl,0,0,bao quy đầu,bao quy đầu,0
vsl/bao_tay.pose,vi,vsl,0,0,bao tay,bao tay,0
vsl/bay_lie65ng.pose,vi,vsl,0,0,bay liệng,bay liệng,0
vsl/bay_nhanh.pose,vi,vsl,0,0,bay nhanh,bay nhanh,0
vsl/ba_lo6.pose,vi,vsl,0,0,ba lô,ba lô,0
vsl/be1.pose,vi,vsl,0,0,bé,bé,0
vsl/be1o.pose,vi,vsl,0,0,béo,béo,0
vsl/be3_ngo6.pose,vi,vsl,0,0,bẻ ngô,bẻ ngô,0
vsl/be61n_pha2.pose,vi,vsl,0,0,bến phà,bến phà,0
vsl/be61n_ta2u.pose,vi,vsl,0,0,bến tàu,bến tàu,0
vsl/be61n_tre.pose,vi,vsl,0,0,bến tre,bến tre,0
vsl/be61n_xe.pose,vi,vsl,0,0,bến xe,bến xe,0
vsl/be61p.pose,vi,vsl,0,0,bếp,bếp,0
vsl/be61p_gas.pose,vi,vsl,0,0,bếp gas,bếp gas,0
vsl/be63_bo7i.pose,vi,vsl,0,0,bể bơi,bể bơi,0
vsl/be65nh.pose,vi,vsl,0,0,bệnh,bệnh,0
vsl/be65nh_a1n.pose,vi,vsl,0,0,bệnh án,bệnh án,0
vsl/be65nh_cu2i.pose,vi,vsl,0,0,bệnh cùi,bệnh cùi,0
vsl/be65nh_d9a1i_tha1o_d9u7o72ng.pose,vi,vsl,0,0,bệnh đái tháo đường,bệnh đái tháo đường,0
vsl/be65nh_d9o6ng_ma1u.pose,vi,vsl,0,0,bệnh đông máu,bệnh đông máu,0
vsl/be65nh_da5i.pose,vi,vsl,0,0,bệnh dại,bệnh dại,0
vsl/be65nh_di_truye62n.pose,vi,vsl,0,0,bệnh di truyền,bệnh di truyền,0
vsl/be65nh_giang_mai.pose,vi,vsl,0,0,bệnh giang mai,bệnh giang mai,0
vsl/be65nh_la65u.pose,vi,vsl,0,0,bệnh lậu,bệnh lậu,0
vsl/be65nh_la6y_qua_d9u7o72ng_ti2nh_du5c.pose,vi,vsl,0,0,bệnh lây qua đường tình dục,bệnh lây qua đường tình dục,0
vsl/be65nh_lao.pose,vi,vsl,0,0,bệnh lao,bệnh lao,0
vsl/be65nh_ma1u_kho1_d9o6ng.pose,vi,vsl,0,0,bệnh máu khó đông,bệnh máu khó đông,0
vsl/be65nh_na85ng.pose,vi,vsl,0,0,bệnh nặng,bệnh nặng,0
vsl/be65nh_ne62n.pose,vi,vsl,0,0,bệnh nền,bệnh nền,0
vsl/be65nh_nha6n.pose,vi,vsl,0,0,bệnh nhân,bệnh nhân,0
vsl/be65nh_nhie65t_d9o71i.pose,vi,vsl,0,0,bệnh nhiệt đới,bệnh nhiệt đới,0
vsl/be65nh_pho63i.pose,vi,vsl,0,0,bệnh phổi,bệnh phổi,0
vsl/be65nh_so73i.pose,vi,vsl,0,0,bệnh sởi,bệnh sởi,0
vsl/be65nh_so7_gan.pose,vi,vsl,0,0,bệnh sơ gan,bệnh sơ gan,0
vsl/be65nh_ta65t.pose,vi,vsl,0,0,bệnh tật,bệnh tật,0
vsl/be65nh_ta6m_tha62n.pose,vi,vsl,0,0,bệnh tâm thần,bệnh tâm thần,0
vsl/be65nh_thu3y_d9a65u.pose,vi,vsl,0,0,bệnh thủy đậu,bệnh thủy đậu,0
vsl/be65nh_truye62n_nhie64m.pose,vi,vsl,0,0,bệnh truyền nhiễm,bệnh truyền nhiễm,0
vsl/be65nh_ung_thu7.pose,vi,vsl,0,0,bệnh ung thư,bệnh ung thư,0
vsl/be65nh_vie65n.pose,vi,vsl,0,0,bệnh viện,bệnh viện,0
vsl/be65nh_vie65n_chuye6n_khoa.pose,vi,vsl,0,0,bệnh viện chuyên khoa,bệnh viện chuyên khoa,0
vsl/be65nh_vie65n_d9a_khoa.pose,vi,vsl,0,0,bệnh viện đa khoa,bệnh viện đa khoa,0
vsl/be6_(mang).pose,vi,vsl,0,0,bê (mang),bê (mang),0
vsl/be6_to6ng.pose,vi,vsl,0,0,bê tông,bê tông,0
vsl/bi1m_to1c_d9uo6i_sam.pose,vi,vsl,0,0,bím tóc đuôi sam,bím tóc đuôi sam,0
vsl/bi1_d9o3.pose,vi,vsl,0,0,bí đỏ,bí đỏ,0
vsl/bi1_ngo6.pose,vi,vsl,0,0,bí ngô,bí ngô,0
vsl/bi2a_vo73.pose,vi,vsl,0,0,bìa vở,bìa vở,0
vsl/bi2nh_an.pose,vi,vsl,0,0,bình an,bình an,0
vsl/bi2nh_d9i5nh.pose,vi,vsl,0,0,bình định,bình định,0
vsl/bi2nh_du7o7ng.pose,vi,vsl,0,0,bình dương,bình dương,0
vsl/bi2nh_ti4nh.pose,vi,vsl,0,0,bình tĩnh,bình tĩnh,0
vsl/bi5_be65nh.pose,vi,vsl,0,0,bị bệnh,bị bệnh,0
vsl/bi5_o61m_(be65nh).pose,vi,vsl,0,0,bị ốm (bệnh),bị ốm (bệnh),0
vsl/bia.pose,vi,vsl,0,0,bia,bia,0
vsl/bie61n_chu71ng.pose,vi,vsl,0,0,biến chứng,biến chứng,0
vsl/bie61n_da5ng.pose,vi,vsl,0,0,biến dạng,biến dạng,0
vsl/bie61t.pose,vi,vsl,0,0,biết,biết,0
vsl/bie61t_o7n.pose,vi,vsl,0,0,biết ơn,biết ơn,0
vsl/bie61u.pose,vi,vsl,0,0,biếu,biếu,0
vsl/bie63n_hie65u.pose,vi,vsl,0,0,biển hiệu,biển hiệu,0
vsl/bie63u_d9o62.pose,vi,vsl,0,0,biểu đồ,biểu đồ,0
vsl/bie63u_d9o62_hi2nh_qua5t.pose,vi,vsl,0,0,biểu đồ hình quạt,biểu đồ hình quạt,0
vsl/bo1c_lo65t.pose,vi,vsl,0,0,bóc lột,bóc lột,0
vsl/bo1ng_chuye62n.pose,vi,vsl,0,0,bóng chuyền,bóng chuyền,0
vsl/bo1ng_d9ie65n_neon.pose,vi,vsl,0,0,bóng điện neon,bóng điện neon,0
vsl/bo1ng_ro63.pose,vi,vsl,0,0,bóng rổ,bóng rổ,0
vsl/bo1n_pha6n.pose,vi,vsl,0,0,bón phân,bón phân,0
vsl/bo1p_(d9a61m_bo1p).pose,vi,vsl,0,0,bóp (đấm bóp),bóp (đấm bóp),0
vsl/bo1_hoa.pose,vi,vsl,0,0,bó hoa,bó hoa,0
vsl/bo2_bi1t_te61t.pose,vi,vsl,0,0,bò bít tết,bò bít tết,0
vsl/bo3ng_(pho3ng).pose,vi,vsl,0,0,bỏng (phỏng),bỏng (phỏng),0
vsl/bo3ng_ngo6.pose,vi,vsl,0,0,bỏng ngô,bỏng ngô,0
vsl/bo3_hoang.pose,vi,vsl,0,0,bỏ hoang,bỏ hoang,0
vsl/bo3_phie61u.pose,vi,vsl,0,0,bỏ phiếu,bỏ phiếu,0
vsl/bo3_qua.pose,vi,vsl,0,0,bỏ qua,bỏ qua,0
vsl/bo3_ro7i.pose,vi,vsl,0,0,bỏ rơi,bỏ rơi,0
vsl/bo5c_sa1ch.pose,vi,vsl,0,0,bọc sách,bọc sách,0
vsl/bo5ng_d9a1i.pose,vi,vsl,0,0,bọng đái,bọng đái,0
vsl/bo5t_bie63n.pose,vi,vsl,0,0,bọt biển,bọt biển,0
vsl/bo61.pose,vi,vsl,0,0,bố,bố,0
vsl/bo61c_ho7i.pose,vi,vsl,0,0,bốc hơi,bốc hơi,0
vsl/bo61c_tha8m.pose,vi,vsl,0,0,bốc thăm,bốc thăm,0
vsl/bo61i_ro61i.pose,vi,vsl,0,0,bối rối,bối rối,0
vsl/bo61t_ca3nh_sa1t.pose,vi,vsl,0,0,bốt cảnh sát,bốt cảnh sát,0
vsl/bo61_du7o75ng.pose,vi,vsl,0,0,bố dượng,bố dượng,0
vsl/bo62i_ba2n.pose,vi,vsl,0,0,bồi bàn,bồi bàn,0
vsl/bo65t_ngo5t.pose,vi,vsl,0,0,bột ngọt,bột ngọt,0
vsl/bo65_d9o65i.pose,vi,vsl,0,0,bộ đội,bộ đội,0
vsl/bo65_pha65n_sinh_du5c_nam.pose,vi,vsl,0,0,bộ phận sinh dục nam,bộ phận sinh dục nam,0
vsl/bo65_sa1ch.pose,vi,vsl,0,0,bộ sách,bộ sách,0
vsl/bo65_y_te61.pose,vi,vsl,0,0,bộ y tế,bộ y tế,0
vsl/bo6ng_hoa.pose,vi,vsl,0,0,bông hoa,bông hoa,0
vsl/bo7.pose,vi,vsl,0,0,bơ,bơ,0
vsl/bo72m_to1c.pose,vi,vsl,0,0,bờm tóc,bờm tóc,0
vsl/bo7i.pose,vi,vsl,0,0,bơi,bơi,0
vsl/bo7i_(lo65i).pose,vi,vsl,0,0,bơi (lội),bơi (lội),0
vsl/bo7i_lo65i.pose,vi,vsl,0,0,bơi lội,bơi lội,0
vsl/bo7i_thuye62n.pose,vi,vsl,0,0,bơi thuyền,bơi thuyền,0
vsl/boong_ta2u.pose,vi,vsl,0,0,boong tàu,boong tàu,0
vsl/bra.pose,vi,vsl,0,0,bra,bra,0
vsl/bru.pose,vi,vsl,0,0,bru,bru,0
vsl/bu1n.pose,vi,vsl,0,0,bún,bún,0
vsl/bu1n_bo2_hue61.pose,vi,vsl,0,0,bún bò huế,bún bò huế,0
vsl/bu1n_cha3.pose,vi,vsl,0,0,bún chả,bún chả,0
vsl/bu1n_d9a65u.pose,vi,vsl,0,0,bún đậu,bún đậu,0
vsl/bu1n_ma81m.pose,vi,vsl,0,0,bún mắm,bún mắm,0
vsl/bu1n_ngan.pose,vi,vsl,0,0,bún ngan,bún ngan,0
vsl/bu1n_o61c.pose,vi,vsl,0,0,bún ốc,bún ốc,0
vsl/bu1p_be6.pose,vi,vsl,0,0,búp bê,búp bê,0
vsl/bu1t.pose,vi,vsl,0,0,bút,bút,0
vsl/bu1t_chi2.pose,vi,vsl,0,0,bút chì,bút chì,0
vsl/bu1t_ma1y.pose,vi,vsl,0,0,bút máy,bút máy,0
vsl/bu1t_ma2u.pose,vi,vsl,0,0,bút màu,bút màu,0
vsl/bu5i_ca6y.pose,vi,vsl,0,0,bụi cây,bụi cây,0
vsl/bu5i_d9o72i.pose,vi,vsl,0,0,bụi đời,bụi đời,0
vsl/bu5i_pha61n.pose,vi,vsl,0,0,bụi phấn,bụi phấn,0
vsl/bu5ng.pose,vi,vsl,0,0,bụng,bụng,0
vsl/bu71c_tranh.pose,vi,vsl,0,0,bức tranh,bức tranh,0
vsl/bu75c_mi2nh.pose,vi,vsl,0,0,bực mình,bực mình,0
vsl/bu7u_ta1.pose,vi,vsl,0,0,bưu tá,bưu tá,0
vsl/buo62m.pose,vi,vsl,0,0,buồm,buồm,0
vsl/buo62ng_tru71ng.pose,vi,vsl,0,0,buồng trứng,buồng trứng,0
vsl/buo63i_chie62u.pose,vi,vsl,0,0,buổi chiều,buổi chiều,0
vsl/buo63i_d9e6m.pose,vi,vsl,0,0,buổi đêm,buổi đêm,0
vsl/buo63i_to61i.pose,vi,vsl,0,0,buổi tối,buổi tối,0
vsl/buo63i_tru7a.pose,vi,vsl,0,0,buổi trưa,buổi trưa,0
vsl/buo6ng_ma2n.pose,vi,vsl,0,0,buông màn,buông màn,0
vsl/ca1.pose,vi,vsl,0,0,cá,cá,0
vsl/ca1ch_ly.pose,vi,vsl,0,0,cách ly,cách ly,0
vsl/ca1c_ba5n_(2_ngu7o72i).pose,vi,vsl,0,0,các bạn ( người),các bạn ( người),0
vsl/ca1i_ba64y.pose,vi,vsl,0,0,cái bẫy,cái bẫy,0
vsl/ca1i_ca6n_d9o62ng_ho62.pose,vi,vsl,0,0,cái cân đồng hồ,cái cân đồng hồ,0
vsl/ca1i_ca6n_di4a.pose,vi,vsl,0,0,cái cân dĩa,cái cân dĩa,0
vsl/ca1i_cha2y.pose,vi,vsl,0,0,cái chày,cái chày,0
vsl/ca1i_cha3o.pose,vi,vsl,0,0,cái chảo,cái chảo,0
vsl/ca1i_co2i.pose,vi,vsl,0,0,cái còi,cái còi,0
vsl/ca1i_co63.pose,vi,vsl,0,0,cái cổ,cái cổ,0
vsl/ca1i_d9a62u.pose,vi,vsl,0,0,cái đầu,cái đầu,0
vsl/ca1i_ni4a.pose,vi,vsl,0,0,cái nĩa,cái nĩa,0
vsl/ca1i_vo75t_ca1.pose,vi,vsl,0,0,cái vợt cá,cái vợt cá,0
vsl/ca1nh_buo62m.pose,vi,vsl,0,0,cánh buồm,cánh buồm,0
vsl/ca1nh_tay.pose,vi,vsl,0,0,cánh tay,cánh tay,0
vsl/ca1n_bo65t.pose,vi,vsl,0,0,cán bột,cán bột,0
vsl/ca1t.pose,vi,vsl,0,0,cát,cát,0
vsl/ca1_heo.pose,vi,vsl,0,0,cá heo,cá heo,0
vsl/ca1_kho.pose,vi,vsl,0,0,cá kho,cá kho,0
vsl/ca1_kie61m.pose,vi,vsl,0,0,cá kiếm,cá kiếm,0
vsl/ca1_ma65p.pose,vi,vsl,0,0,cá mập,cá mập,0
vsl/ca1_ngu75a.pose,vi,vsl,0,0,cá ngựa,cá ngựa,0
vsl/ca1_sa61u.pose,vi,vsl,0,0,cá sấu,cá sấu,0
vsl/ca1_thu.pose,vi,vsl,0,0,cá thu,cá thu,0
vsl/ca1_tra5ch.pose,vi,vsl,0,0,cá trạch,cá trạch,0
vsl/ca1_voi.pose,vi,vsl,0,0,cá voi,cá voi,0
vsl/ca2y.pose,vi,vsl,0,0,cày,cày,0
vsl/ca2_mau.pose,vi,vsl,0,0,cà mau,cà mau,0
vsl/ca2_va5t.pose,vi,vsl,0,0,cà vạt,cà vạt,0
vsl/ca3i_thie65n.pose,vi,vsl,0,0,cải thiện,cải thiện,0
vsl/ca3m_cu1m.pose,vi,vsl,0,0,cảm cúm,cảm cúm,0
vsl/ca3m_o7n.pose,vi,vsl,0,0,cảm ơn,cảm ơn,0
vsl/ca3m_xu1c.pose,vi,vsl,0,0,cảm xúc,cảm xúc,0
vsl/ca61p_ba65c.pose,vi,vsl,0,0,cấp bậc,cấp bậc,0
vsl/ca61p_cu71u.pose,vi,vsl,0,0,cấp cứu,cấp cứu,0
vsl/ca61p_ti1nh_(2).pose,vi,vsl,0,0,cấp tính (),cấp tính (),0
vsl/ca61t_ca1nh.pose,vi,vsl,0,0,cất cánh,cất cánh,0
vsl/ca61t_gia61u.pose,vi,vsl,0,0,cất giấu,cất giấu,0
vsl/ca61t_giu74.pose,vi,vsl,0,0,cất giữ,cất giữ,0
vsl/ca61t_tie61ng_kho1c.pose,vi,vsl,0,0,cất tiếng khóc,cất tiếng khóc,0
vsl/ca61u_ta5o.pose,vi,vsl,0,0,cấu tạo,cấu tạo,0
vsl/ca61y_lu1a.pose,vi,vsl,0,0,cấy lúa,cấy lúa,0
